Loading file decode
0 0x800007d0: lui    sp, 0x80020000
641 0x80000078: beq    a3, a1, 0x80000090
642 0x8000007c: addi   a4, a4, 4
643 0x80000080: addi   a0, zero, 32
644 0x80000084: bltu   a4, a0, 0x80000070
645 0x80000070: add    a1, sp, a4
646 0x80000074: lw     a1, 0(a1)
647 0x80000078: beq    a3, a1, 0x80000090
648 0x8000007c: addi   a4, a4, 4
649 0x80000080: addi   a0, zero, 32
650 0x80000084: bltu   a4, a0, 0x80000070
651 0x80000088: sw     a3, 0(a2)
652 0x8000008c: addi   a2, a2, 4
653 0x80000090: addi   a3, a3, 1
654 0x80000094: addi   a0, zero, 16
655 0x80000098: bltu   a3, a0, 0x8000006c
656 0x8000006c: addi   a4, zero, 0
657 0x80000070: add    a1, sp, a4
658 0x80000074: lw     a1, 0(a1)
659 0x80000078: beq    a3, a1, 0x80000090
660 0x8000007c: addi   a4, a4, 4
661 0x80000080: addi   a0, zero, 32
662 0x80000084: bltu   a4, a0, 0x80000070
663 0x80000070: add    a1, sp, a4
664 0x80000074: lw     a1, 0(a1)
665 0x80000078: beq    a3, a1, 0x80000090
666 0x8000007c: addi   a4, a4, 4
667 0x80000080: addi   a0, zero, 32
668 0x80000084: bltu   a4, a0, 0x80000070
669 0x80000070: add    a1, sp, a4
670 0x80000074: lw     a1, 0(a1)
671 0x80000078: beq    a3, a1, 0x80000090
672 0x8000007c: addi   a4, a4, 4
673 0x80000080: addi   a0, zero, 32
674 0x80000084: bltu   a4, a0, 0x80000070
675 0x80000070: add    a1, sp, a4
676 0x80000074: lw     a1, 0(a1)
677 0x80000078: beq    a3, a1, 0x80000090
678 0x8000007c: addi   a4, a4, 4
679 0x80000080: addi   a0, zero, 32
680 0x80000084: bltu   a4, a0, 0x80000070
681 0x80000070: add    a1, sp, a4
682 0x80000074: lw     a1, 0(a1)
683 0x80000078: beq    a3, a1, 0x80000090
684 0x8000007c: addi   a4, a4, 4
685 0x80000080: addi   a0, zero, 32
686 0x80000084: bltu   a4, a0, 0x80000070
687 0x80000070: add    a1, sp, a4
688 0x80000074: lw     a1, 0(a1)
689 0x80000078: beq    a3, a1, 0x80000090
690 0x8000007c: addi   a4, a4, 4
691 0x80000080: addi   a0, zero, 32
692 0x80000084: bltu   a4, a0, 0x80000070
693 0x80000070: add    a1, sp, a4
694 0x80000074: lw     a1, 0(a1)
695 0x80000078: beq    a3, a1, 0x80000090
696 0x8000007c: addi   a4, a4, 4
697 0x80000080: addi   a0, zero, 32
698 0x80000084: bltu   a4, a0, 0x80000070
699 0x80000070: add    a1, sp, a4
700 0x80000074: lw     a1, 0(a1)
701 0x80000078: beq    a3, a1, 0x80000090
702 0x8000007c: addi   a4, a4, 4
703 0x80000080: addi   a0, zero, 32
704 0x80000084: bltu   a4, a0, 0x80000070
705 0x80000088: sw     a3, 0(a2)
706 0x8000008c: addi   a2, a2, 4
707 0x80000090: addi   a3, a3, 1
708 0x80000094: addi   a0, zero, 16
709 0x80000098: bltu   a3, a0, 0x8000006c
710 0x8000009c: lw     a0, 92(sp)
711 0x800000a0: lw     a1, 64(sp)
712 0x800000a4: jalr   zero, ra, 0
713 0x800000d0: addi   a0, a0, 4
714 0x800000d4: lw     a3, 0(a0)
715 0x800000d8: addi   a0, a0, 4
716 0x800000dc: sw     a0, 92(sp)
717 0x800000e0: srli   a4, a3, 24
718 0x800000e4: slli   a5, a3, 24
719 0x800000e8: or     a5, a4, a5
720 0x800000ec: lui    a2, 0xff0000
721 0x800000f0: and    a4, a3, a2
722 0x800000f4: srli   a4, a4, 8
723 0x800000f8: or     a5, a5, a4
724 0x800000fc: slli   a3, a3, 8
725 0x80000100: and    a4, a3, a2
726 0x80000104: or     a5, a5, a4
727 0x80000108: addi   a4, zero, 32
728 0x8000010c: sw     a4, 84(sp)
729 0x80000110: srli   a2, a5, 28
730 0x80000114: slli   a1, a1, 3
731 0x80000118: slli   a5, a5, 4
732 0x8000011c: sub    a1, a1, a2
733 0x80000120: addi   a1, a1, -36
734 0x80000124: addi   a2, zero, 28
735 0x80000128: addi   a0, zero, 0
736 0x8000012c: lui    a4, 0x80000000
737 0x80000130: bgeu   a5, a4, 0x8000021c
738 0x80000134: addi   a3, zero, 3
739 0x80000138: bltu   a2, a3, 0x80000158
740 0x8000013c: lui    a0, 0xe0000000
741 0x80000140: and    a0, a0, a5
742 0x80000144: srli   a0, a0, 29
743 0x80000148: slli   a5, a5, 3
744 0x8000014c: addi   a2, a2, -3
745 0x80000150: addi   a1, a1, -3
746 0x80000154: jal    ra, 0x800004f0
747 0x800004f0: lw     a3, 88(sp)
748 0x800004f4: bne    a0, zero, 0x80000508
749 0x80000508: addi   a4, zero, 1
750 0x8000050c: bne    a0, a4, 0x80000520
751 0x80000520: addi   a4, zero, 2
752 0x80000524: bne    a0, a4, 0x80000538
753 0x80000538: addi   a4, zero, 3
754 0x8000053c: bne    a0, a4, 0x80000550
755 0x80000540: lw     a4, 12(sp)
756 0x80000544: slli   a3, a3, 4
757 0x80000548: or     a3, a3, a4
758 0x8000054c: jal    ra, 0x80000670
759 0x80000670: lw     a0, 100(sp)
760 0x80000674: addi   a0, a0, 1
761 0x80000678: lw     a4, 68(sp)
762 0x8000067c: slli   a4, a4, 1
763 0x80000680: bltu   a4, a0, 0x800007bc
764 0x80000684: lw     a4, 84(sp)
765 0x80000688: addi   a4, a4, -4
766 0x8000068c: bne    a1, zero, 0x800006f4
767 0x800006f4: bne    a4, zero, 0x80000748
768 0x80000748: bne    a2, zero, 0x80000798
769 0x80000798: bltu   a2, a1, 0x800007a0
770 0x8000079c: addi   a2, a1, 0
771 0x800007a0: sw     a3, 88(sp)
772 0x800007a4: sw     a4, 84(sp)
773 0x800007a8: sw     a0, 100(sp)
774 0x800007ac: jal    ra, 0x80000128
775 0x80000128: addi   a0, zero, 0
776 0x8000012c: lui    a4, 0x80000000
777 0x80000130: bgeu   a5, a4, 0x8000021c
778 0x80000134: addi   a3, zero, 3
779 0x80000138: bltu   a2, a3, 0x80000158
780 0x8000013c: lui    a0, 0xe0000000
781 0x80000140: and    a0, a0, a5
782 0x80000144: srli   a0, a0, 29
783 0x80000148: slli   a5, a5, 3
784 0x8000014c: addi   a2, a2, -3
785 0x80000150: addi   a1, a1, -3
786 0x80000154: jal    ra, 0x800004f0
787 0x800004f0: lw     a3, 88(sp)
788 0x800004f4: bne    a0, zero, 0x80000508
789 0x80000508: addi   a4, zero, 1
790 0x8000050c: bne    a0, a4, 0x80000520
791 0x80000520: addi   a4, zero, 2
792 0x80000524: bne    a0, a4, 0x80000538
793 0x80000528: lw     a4, 8(sp)
794 0x8000052c: slli   a3, a3, 4
795 0x80000530: or     a3, a3, a4
796 0x80000534: jal    ra, 0x80000670
797 0x80000670: lw     a0, 100(sp)
798 0x80000674: addi   a0, a0, 1
799 0x80000678: lw     a4, 68(sp)
800 0x8000067c: slli   a4, a4, 1
801 0x80000680: bltu   a4, a0, 0x800007bc
802 0x80000684: lw     a4, 84(sp)
803 0x80000688: addi   a4, a4, -4
804 0x8000068c: bne    a1, zero, 0x800006f4
805 0x800006f4: bne    a4, zero, 0x80000748
806 0x80000748: bne    a2, zero, 0x80000798
807 0x80000798: bltu   a2, a1, 0x800007a0
808 0x8000079c: addi   a2, a1, 0
809 0x800007a0: sw     a3, 88(sp)
810 0x800007a4: sw     a4, 84(sp)
811 0x800007a8: sw     a0, 100(sp)
812 0x800007ac: jal    ra, 0x80000128
813 0x80000128: addi   a0, zero, 0
814 0x8000012c: lui    a4, 0x80000000
815 0x80000130: bgeu   a5, a4, 0x8000021c
816 0x80000134: addi   a3, zero, 3
817 0x80000138: bltu   a2, a3, 0x80000158
818 0x8000013c: lui    a0, 0xe0000000
819 0x80000140: and    a0, a0, a5
820 0x80000144: srli   a0, a0, 29
821 0x80000148: slli   a5, a5, 3
822 0x8000014c: addi   a2, a2, -3
823 0x80000150: addi   a1, a1, -3
824 0x80000154: jal    ra, 0x800004f0
825 0x800004f0: lw     a3, 88(sp)
826 0x800004f4: bne    a0, zero, 0x80000508
827 0x80000508: addi   a4, zero, 1
828 0x8000050c: bne    a0, a4, 0x80000520
829 0x80000510: lw     a4, 4(sp)
830 0x80000514: slli   a3, a3, 4
831 0x80000518: or     a3, a3, a4
832 0x8000051c: jal    ra, 0x80000670
833 0x80000670: lw     a0, 100(sp)
834 0x80000674: addi   a0, a0, 1
835 0x80000678: lw     a4, 68(sp)
836 0x8000067c: slli   a4, a4, 1
837 0x80000680: bltu   a4, a0, 0x800007bc
838 0x80000684: lw     a4, 84(sp)
839 0x80000688: addi   a4, a4, -4
840 0x8000068c: bne    a1, zero, 0x800006f4
841 0x800006f4: bne    a4, zero, 0x80000748
842 0x80000748: bne    a2, zero, 0x80000798
843 0x80000798: bltu   a2, a1, 0x800007a0
844 0x8000079c: addi   a2, a1, 0
845 0x800007a0: sw     a3, 88(sp)
846 0x800007a4: sw     a4, 84(sp)
847 0x800007a8: sw     a0, 100(sp)
848 0x800007ac: jal    ra, 0x80000128
849 0x80000128: addi   a0, zero, 0
850 0x8000012c: lui    a4, 0x80000000
851 0x80000130: bgeu   a5, a4, 0x8000021c
852 0x80000134: addi   a3, zero, 3
853 0x80000138: bltu   a2, a3, 0x80000158
854 0x8000013c: lui    a0, 0xe0000000
855 0x80000140: and    a0, a0, a5
856 0x80000144: srli   a0, a0, 29
857 0x80000148: slli   a5, a5, 3
858 0x8000014c: addi   a2, a2, -3
859 0x80000150: addi   a1, a1, -3
860 0x80000154: jal    ra, 0x800004f0
861 0x800004f0: lw     a3, 88(sp)
862 0x800004f4: bne    a0, zero, 0x80000508
863 0x800004f8: lw     a4, 0(sp)
864 0x800004fc: slli   a3, a3, 4
865 0x80000500: or     a3, a3, a4
866 0x80000504: jal    ra, 0x80000670
867 0x80000670: lw     a0, 100(sp)
868 0x80000674: addi   a0, a0, 1
869 0x80000678: lw     a4, 68(sp)
870 0x8000067c: slli   a4, a4, 1
871 0x80000680: bltu   a4, a0, 0x800007bc
872 0x80000684: lw     a4, 84(sp)
873 0x80000688: addi   a4, a4, -4
874 0x8000068c: bne    a1, zero, 0x800006f4
875 0x800006f4: bne    a4, zero, 0x80000748
876 0x80000748: bne    a2, zero, 0x80000798
877 0x80000798: bltu   a2, a1, 0x800007a0
878 0x8000079c: addi   a2, a1, 0
879 0x800007a0: sw     a3, 88(sp)
880 0x800007a4: sw     a4, 84(sp)
881 0x800007a8: sw     a0, 100(sp)
882 0x800007ac: jal    ra, 0x80000128
883 0x80000128: addi   a0, zero, 0
884 0x8000012c: lui    a4, 0x80000000
885 0x80000130: bgeu   a5, a4, 0x8000021c
886 0x80000134: addi   a3, zero, 3
887 0x80000138: bltu   a2, a3, 0x80000158
888 0x8000013c: lui    a0, 0xe0000000
889 0x80000140: and    a0, a0, a5
890 0x80000144: srli   a0, a0, 29
891 0x80000148: slli   a5, a5, 3
892 0x8000014c: addi   a2, a2, -3
893 0x80000150: addi   a1, a1, -3
894 0x80000154: jal    ra, 0x800004f0
895 0x800004f0: lw     a3, 88(sp)
896 0x800004f4: bne    a0, zero, 0x80000508
897 0x80000508: addi   a4, zero, 1
898 0x8000050c: bne    a0, a4, 0x80000520
899 0x80000510: lw     a4, 4(sp)
900 0x80000514: slli   a3, a3, 4
901 0x80000518: or     a3, a3, a4
902 0x8000051c: jal    ra, 0x80000670
903 0x80000670: lw     a0, 100(sp)
904 0x80000674: addi   a0, a0, 1
905 0x80000678: lw     a4, 68(sp)
906 0x8000067c: slli   a4, a4, 1
907 0x80000680: bltu   a4, a0, 0x800007bc
908 0x80000684: lw     a4, 84(sp)
909 0x80000688: addi   a4, a4, -4
910 0x8000068c: bne    a1, zero, 0x800006f4
911 0x800006f4: bne    a4, zero, 0x80000748
912 0x80000748: bne    a2, zero, 0x80000798
913 0x80000798: bltu   a2, a1, 0x800007a0
914 0x8000079c: addi   a2, a1, 0
915 0x800007a0: sw     a3, 88(sp)
916 0x800007a4: sw     a4, 84(sp)
917 0x800007a8: sw     a0, 100(sp)
918 0x800007ac: jal    ra, 0x80000128
919 0x80000128: addi   a0, zero, 0
920 0x8000012c: lui    a4, 0x80000000
921 0x80000130: bgeu   a5, a4, 0x8000021c
922 0x80000134: addi   a3, zero, 3
923 0x80000138: bltu   a2, a3, 0x80000158
924 0x8000013c: lui    a0, 0xe0000000
925 0x80000140: and    a0, a0, a5
926 0x80000144: srli   a0, a0, 29
927 0x80000148: slli   a5, a5, 3
928 0x8000014c: addi   a2, a2, -3
929 0x80000150: addi   a1, a1, -3
930 0x80000154: jal    ra, 0x800004f0
931 0x800004f0: lw     a3, 88(sp)
932 0x800004f4: bne    a0, zero, 0x80000508
933 0x800004f8: lw     a4, 0(sp)
934 0x800004fc: slli   a3, a3, 4
935 0x80000500: or     a3, a3, a4
936 0x80000504: jal    ra, 0x80000670
937 0x80000670: lw     a0, 100(sp)
938 0x80000674: addi   a0, a0, 1
939 0x80000678: lw     a4, 68(sp)
940 0x8000067c: slli   a4, a4, 1
941 0x80000680: bltu   a4, a0, 0x800007bc
942 0x80000684: lw     a4, 84(sp)
943 0x80000688: addi   a4, a4, -4
944 0x8000068c: bne    a1, zero, 0x800006f4
945 0x80000690: srli   a0, a0, 1
946 0x80000694: srli   a4, a3, 24
947 0x80000698: slli   a5, a3, 24
948 0x8000069c: or     a5, a4, a5
949 0x800006a0: lui    a2, 0xff0000
950 0x800006a4: and    a4, a3, a2
951 0x800006a8: srli   a4, a4, 8
952 0x800006ac: or     a5, a5, a4
953 0x800006b0: slli   a3, a3, 8
954 0x800006b4: and    a4, a3, a2
955 0x800006b8: or     a5, a5, a4
956 0x800006bc: andi   a2, a0, 3
957 0x800006c0: beq    a2, zero, 0x800006e8
958 0x800006c4: addi   a4, zero, 1
959 0x800006c8: bne    a2, a4, 0x800006d0
960 0x800006d0: addi   a4, zero, 2
961 0x800006d4: bne    a2, a4, 0x800006dc
962 0x800006dc: addi   a4, zero, 3
963 0x800006e0: bne    a2, a4, 0x800006e8
964 0x800006e4: srli   a5, a5, 8
965 0x800006e8: lw     a3, 96(sp)
966 0x800006ec: sw     a5, 0(a3)
967 0x800006f0: beq    zero, zero, 0x800007b0
968 0x800007b0: lw     ra, 72(sp)
969 0x800007b4: lw     a4, 68(sp)
970 0x800007b8: addi   sp, sp, 128
971 0x800007bc: bgeu   a4, a0, 0x800007c4
972 0x800007c4: jalr   zero, ra, 0
973 0x80000854: ebreak
Execution completed
Registers
